,Industry,businessOverview,cleanGeo,cleanName,des,description,symbol,divDate,assetType,lastPrice,52WkHigh,52WkLow,low52,marketCap,dividendPayDate,beta,currentRatio,divGrowthRate3Year,divYield,dividendAmount,dividendDate,dividendPayAmount,dividendYield,epsChange,epsChangePercentTTM,epsChangeYear,epsTTM,grossMarginMRQ,grossMarginTTM,high52,interestCoverage,ltDebtToEquity,netProfitMarginMRQ,netProfitMarginTTM,operatingMarginMRQ,operatingMarginTTM,pbRatio,pcfRatio,peRatio,pegRatio,prRatio,quickRatio,returnOnAssets,returnOnEquity,returnOnInvestment,revChangeTTM,sharesOutstanding,shortIntDayToCover,shortIntToFloat,totalDebtToCapital,totalDebtToEquity,totalVolume,vol10DayAvg,vol1DayAvg,vol3MonthAvg,volatility
2191,Specialty Retailers,"GameStop Corp. is an omnichannel video game retailer. The Company sells video game hardware, physical and digital video game software, video game accessories, as well as mobile and consumer electronics products and other merchandise through its GameStop, EB Games and Micromania stores. It operating segments, which consists of Video Game Brands segments: United States, Canada and Australia and Europe. Each of the Video Game Brands segments consists primarily of retail operations, with all stores engaged in the sale of new and pre-owned video game systems, software and accessories, which it refers to as video game products. Its Video Game Brands stores sell various types of digital products, including downloadable content, network points cards, prepaid digital, and also sell certain mobile and consumer electronics products and collectible products.",US,GameStop,-,GameStop Corporation Common Stock,GME,,EQUITY,34.5,63.9225,19.395,19.395,11111.79,2019-07-01 00:00:00.000,0.0,2.06726,0.0,0.0,0.0, ,0.38,0.0,0.0,0.0,0.0,0.0,21.65554,21.53363,63.9225,0.0,2.46088,0.0,0.0,0.0,0.0,7.63656,0.0,0.0,0.0,1.81794,1.25299,0.0,0.0,0.0,14.34264,304516136.0,0.0,0.0,2.82671,2.90894,5798630,9700460.0,9700460.0,259367530.0,0.071
2192,Oil  Gas Related Equipment and Services,"Nordic American Tankers Limited is an international tanker company. The Companys fleet consists of approximately 23 Suezmax crude oil tankers. It operates its vessels either in the spot market or on shorter-term time charters. Its tankers operating in the spot market are chartered for a single voyage. The vessels in the Companys fleet are homogenous and interchangeable. The Companys vessels include Nordic Light, Nordic Cross, Nordic Luna, Nordic Castor, Nordic Sirius, Nordic Pollux, Nordic Star, Nordic Space, Nordic Aquarius, Nordic Cygnus and Nordic Tellus. Its subsidiaries include Scandic American Shipping Ltd., NAT Chartering Ltd. and NAT Bermuda Holdings Limited.",US,Nordic American Tankers Limited ,-,Nordic American Tankers Limited Common Stock,NAT,2022-06-13 00:00:00.000,EQUITY,2.78,3.35,1.4,1.4,544.5167,2022-07-06 00:00:00.000,0.10348,1.52253,0.0,2.96,0.08,2022-06-13 00:00:00.000,0.02,2.96,0.0,0.0,14.34812,0.0,0.0,0.0,3.35,0.0,53.49679,0.0,0.0,0.0,0.0,1.08564,0.0,0.0,0.0,3.43334,1.20825,0.0,0.0,0.0,0.0,201672862.0,0.0,0.0,38.06684,61.4644,4363260,4019516.0,4019520.0,108353550.0,0.0941
2193,Biotechnology  Medical Research,"Athersys, Inc. is an international biotechnology company that is focused primarily in the field of regenerative medicine.",US,Athersys,-,"Athersys, Inc. - Common Stock",ATHX,,EQUITY,0.182,1.81,0.1708,0.1708,64.17268, ,0.0,0.64345,0.0,0.0,0.0, ,0.0,0.0,0.0,24.32569,10.33465,0.0,0.0,0.0,2.1815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.974,0.0,0.0,0.0,0.0,692.1829,275109746.0,0.0,0.0,0.0,0.0,6296616,7075632.0,7075630.0,263013200.0,0.2301
2194,Hotels  Entertainment Services,"Expedia Group, Inc., is an United States-based online travel company. The Company operates through four segments: Core Online Travel Agencies Core OTA, trivago, Vrbo and Egencia. It has created a global travel marketplace used by a range of leisure and corporate travelers, offline retail travel agents and travel service providers. The Company offers travel and non-travel advertisers access to a source of incremental traffic and transactions through its media and advertising offerings on its transaction-based Websites. The Company also offers third-party pre-assembled package offerings. Expedia Group operates a brand portfolio with worldwide reach, focusing a broad range of travelers, travel suppliers and advertisers. It also market to consumers through a variety of channels, including Internet search and metasearch and social media websites. The Companys brands, including Brand Expedia, Hotels.com, Vrbo, Expedia Partner Solutions, Egencia, among others.",US,Expedia Group,-,"Expedia Group, Inc. - Common Stock",EXPE,,EQUITY,106.0,217.72,88.7,88.7,17140.8,2019-12-12 00:00:00.000,1.60902,0.85177,0.0,0.0,0.0, ,0.34,0.0,0.0,119.688,41.74117,2.09661,86.82804,84.75307,217.72,0.83556,352.1989,0.0,4.3576,10.09117,12.44494,8.97358,13.80097,51.88852,0.433532,1.6063,0.0,1.90087,22.02233,4.5548,84.58744,152035150.0,0.0,0.0,66.55125,352.1989,2143365,2772131.0,2772130.0,62326330.0,0.0417
2195,-,-,US,Joby Aviation,-,"Joby Aviation, Inc. Common Stock",JOBY,,EQUITY,5.51,13.3,3.61,3.61,3426.686, ,0.0,27.5506015,0.0,0.0,0.0, ,0.0,0.0,0.0,84.08237,90.94701,0.0,0.0,0.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,2.78721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607568358.0,0.0,0.0,0.0,0.0,3626280,5031638.0,5031640.0,108124440.0,0.0752
2196,Media  Publishing,"Liberty Global plc Liberty Global is a provider of broadband Internet, video, fixed-line telephony and mobile communications services to residential customers and businesses in Europe. The Company operates through the United KingdomIreland, Belgium, Switzerland, and Central and Eastern Europe segments. The Companys operations comprise businesses that provide residential and business-to-business B2B communications services in the United Kingdom and Ireland through Virgin Media Inc., Belgium through Telenet Group Holding N.V., and Switzerland, Poland and Slovakia through UPC Holding. In addition, Liberty Global owns an interest in the VodafoneZiggo JV, which provides residential and B2B communication services in the Netherlands.",Europe,Liberty Global plc,-,Liberty Global plc - Class C Ordinary Shares,LBTYK,,EQUITY,21.78,30.49,21.23,21.23,10537.14, ,1.13772,1.56275,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,7.25339,57.36518,57.05479,30.49,0.0,50.38586,95.62540199999991,58.03464,41.07855,12.44465,0.41446,1.60008,2.8883,0.0,1.41825,0.0,9.30127,14.76322,10.11705,0.0,298437339.0,0.0,0.0,34.81474,53.47272,1577453,1391929.0,975490.0,23727050.0,0.0
2197,-,-,-,iShares Biotechnology ETF,"The Fund seeks to track the investment results of the ICE Biotechnology Index, which measures the performance of US-listed securities of companies that are classified within the Biotechnology Sub-Industry Group. The Fund generally invests at least 9% of its assets in securities of the Underlying Index.",iShares Biotechnology ETF,IBB,2022-06-09 00:00:00.000,ETF,126.16,176.02,104.29,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1342092,1708659.0,2554430.0,70858430.0,0.0309
2198,Hotels  Entertainment Services,"Bloomin Brands, Inc. is a holding company. The Company owns and operates casual, upscale casual and fine dining restaurants. The Company operates through two segments: U.S. and International. The U.S. segment includes all brands operating in the United States. The International segment includes brands operating outside the United States. As of December 25, 216, the Company had a portfolio of four restaurant concepts: Outback Steakhouse, Carrabbas Italian Grill, Bonefish Grill, and Flemings Prime Steakhouse  Wine Bar. OSI Restaurant Partners, LLC OSI is the Companys primary operating entity. New Private Restaurant Properties, LLC PRP, an indirect subsidiary of the Company, leases the Company-owned restaurant properties to OSIs subsidiaries. As of December 25, 216, the Company owned and operated 1,276 restaurants and franchised 24 restaurants across 48 states, Puerto Rico, Guam and 2 countries.",US,Bloomin Brands,-,"Bloomin Brands, Inc. - Common Stock",BLMN,2022-08-09 00:00:00.000,EQUITY,21.3,27.695,15.89,15.89,1954.713,2022-08-24 00:00:00.000,1.89225,0.32195,0.0,1.92,0.42,2022-08-09 00:00:00.000,0.14,1.92,0.0,0.0,0.0,0.63549,67.60831,68.78394,27.695,2.90782,306.8077,0.0,1.94861,0.0,4.17899,7.56611,7.85338,34.44586,0.0,0.45214,0.23349,2.6014,37.34805,3.62733,18.49033,89297078.0,0.0,0.0,75.31729,307.387,1672661,1759926.0,1759930.0,43271260.0,0.0268
2199,-,-,US,EnLink Midstream,-,"EnLink Midstream, LLC Common Units representing Limited Partner Interests",ENLC,2022-07-28 00:00:00.000,EQUITY,10.66,11.85,4.785,4.785,5028.801,2022-08-12 00:00:00.000,2.63742,1.05625,0.0,4.29,0.45,2022-07-28 00:00:00.000,0.1125,4.29,0.0,201.2049,495.735,0.35782,19.0533,19.85981,11.85,3.35626,334.3653,4.76429,3.50826,6.88687,6.38214,3.89951,5.42306,29.34436,0.145843,0.56764,0.95384,3.60446,13.25306,5.33274,90.60436,478933388.0,0.0,0.0,59.78411,334.3653,2384466,2254451.0,2254450.0,50475280.0,0.037
2200,Oil  Gas,"Enerplus Corporation Enerplus is a Canada-based oil and gas exploration and production company. The Companys portfolio includes light oil assets in the Williston Basin North Dakota and Montana, a position in the Marcellus natural gas shale play northeast Pennsylvania as well as a group of oil assets under secondary and tertiary recovery in western Canada. Enerplus primary focus is on developing its crude oil assets in North Dakota. The Companys operations are concentrated in the core of the BakkenThree Forks light oil shale play where it holds approximately 65, net acres on the Fort Berthold Indian Reservation. Enerplus holds an interest in approximately 32,63 net acres in the dry gas window of the Marcellus shale in northeast Pennsylvania.",US,Enerplus,-,Enerplus Corporation Common Stock,ERF,2022-08-30 00:00:00.000,EQUITY,14.81,18.58,4.775,4.775,3483.162,2022-09-15 00:00:00.000,2.37716,0.57804,0.0,1.36,0.2,2022-08-30 00:00:00.000,0.05,1.36,0.0,269.7534,622.6958,2.19474,80.7018,76.60522,18.58,7.50761,67.18305,38.9171,26.61351,60.27321,51.85956,4.74565,4.12685,6.72518,0.024931,1.68838,0.0,25.53373,90.81917,36.76582,140.8688,232424289.0,0.0,0.0,43.88838,78.21621,2580642,1799443.0,1799440.0,51228870.0,0.4922
2201,Insurance,"GoHealth, Inc. operates a health insurance marketplace. Its technology platform leverages modern machine-learning algorithms powered by insurance behavioral data to reimagine the optimal process for helping individuals find the health insurance plan for their specific needs. The Company operates its business in four segments: Medicare-Internal Medicare-External Individual and Family Plans IFP and Other-Internal, and IFP and Other-External. The Medicare segments focus on sales of Medicare Advantage, Medicare Supplement, Medicare prescription drug plans, and Medicare Special Needs Plans SNPs for multiple carriers. The Medicare Internal segments primarily consist of sales of products and plans offering qualified prospects plans from multiple carriers. The Companys employed agents offering qualified prospects plans on a carrier-specific basis, or sales of products and plans through its online platform without the assistance of its agents, which is referred as do it yourself DIY.",US,GoHealth,-,"GoHealth, Inc. - Class A Common Stock",GOCO,,EQUITY,0.46,6.2088,0.47,0.503,167.9687, ,0.0,2.34691,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,67.80793,75.01194,6.2088,0.0,191.079,0.0,0.0,0.0,0.0,0.48486,0.0,0.0,0.0,0.15402,0.0,0.0,0.0,0.0,7.93942,121782131.0,0.0,0.0,46.80722,192.6001,2598511,3423402.0,3423400.0,36697370.0,0.2519
2202,"Computers, Phones  Household Electronics","Ebang International Holdings Inc is a China-based holding company principally involved in Application Specific Integrated Circuit ASIC chip design and the manufacture and sales of Bitcoin mining machines. The Company also provides telecommunication products and management and maintenance services. The Company conducts its businesses in Mainland China, Hong Kong, the United States and other countries.",US,Ebang International Holdings,-,Ebang International Holdings Inc. - Class A Ordinary Shares,EBON,,EQUITY,0.4998,2.87,0.3707,0.3707,95.93668, ,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140750554.0,0.0,0.0,0.0,0.0,685818,829208.0,829210.0,39454630.0,0.3408
2203,Semiconductors  Semiconductor Equipment,"NXP Semiconductors N.V. NXP is a holding company. The Company operates as a semiconductor company. The Company provides high performance mixed signal and standard product solutions. The Companys segments are High Performance Mixed Signal HPMS, Standard Products SP, and Corporate and Other. Its product solutions are used in a range of end-market applications, including automotive, personal security and identification, wireless and wireline infrastructure, mobile communications, multi-market industrial, consumer and computing. It engages with global original equipment manufacturers OEMs and sells products in all geographic regions. NXPs HPMS segment includes business lines, such as Automotive, Secure Identification Solutions SIS, Secure Connected Devices SCD, and Secure Interfaces and Infrastructure SII. The Companys SP segment supplies a range of standard semiconductor components, such as small signal discretes and power discretes.",Europe,NXP Semiconductors N.V,-,NXP Semiconductors N.V. - Common Stock,NXPI,2022-06-14 00:00:00.000,EQUITY,173.99,239.91,140.33,140.33,47354.38,2022-07-06 00:00:00.000,1.48083,2.14893,0.0,1.87,3.38,2022-06-14 00:00:00.000,0.845,1.87,0.0,152.1352,77.71943,9.1606,56.82367,56.27632,239.91,9.72165,160.2988,20.71256,20.04373,27.92874,26.67638,6.80175,12.73652,19.68539,0.129394,3.83498,1.65182,11.46869,33.99056,13.23777,24.26286,262598471.0,0.0,0.0,60.69836,160.2988,2154992,1858502.0,1858500.0,59903230.0,0.0351
2204,Healthcare Equipment  Supplies,"DENTSPLY SIRONA Inc. is a manufacturer of professional dental products and technologies. The Company develops, manufactures and markets solutions, including dental equipment and dental consumable products. The Company operates in two operating segments: Technologies  Equipment, and Consumables. The Technologies  Equipment segment is engaged in designing, manufacturing, sales and distribution of the Companys Dental Technology and Equipment Products and Healthcare Consumable Products. Its products include dental implants, CADCAM systems, orthodontic clear aligner products, imaging systems, treatment centers, instruments, as well as consumable medical device products. The Consumables segment is engaged in designing, manufacturing, sales and distribution of the Companys Dental Consumable Products, which include preventive, restorative, endodontic and dental laboratory products. It also offers treatment planning and a clear aligner solution delivered directly to a consumers home.",US,DENTSPLY SIRONA,-,DENTSPLY SIRONA Inc. - Common Stock,XRAY,2022-09-29 00:00:00.000,EQUITY,34.47,63.1,33.775,33.775,7708.856,2022-10-14 00:00:00.000,0.90632,1.44743,0.0,1.4,0.5,2022-09-29 00:00:00.000,0.125,1.4,0.0,112.219,0.0,1.68052,53.36788,54.81022,63.1,8.0,38.15736,6.73575,8.80878,9.63731,13.22511,1.57131,10.84227,21.29103,0.189727,1.84026,1.03223,4.03345,7.50534,4.6771,19.86723,215451556.0,0.0,0.0,31.14386,45.23033,2533832,1568383.0,1568380.0,39108770.0,0.0
2205,Consumer Goods Conglomerates,"3M Co is a technology company. The Company operates through four segments: Safety and Industrial, Transportation and Electronics, Health Care and Consumer. Safety and Industrial segment consist of abrasives, automotive aftermarket, closure and masking systems, communication markets, electrical markets, industrial adhesives and tapes, personal safety, roofing granules and other safety and industrial. Transportation and Electronics segment consists of advanced materials, automotive and aerospace, commercial solutions, display materials and systems, electronic materials solutions, transportation and safety, and other transportation and electronics. Health Care segments products and services include drug delivery, food safety, health information systems, medical solutions, oral care solutions, and separation and purification sciences. Consumer segment serves consumers and consists of consumer health care, home care, home improvement, and stationery and office supplies.",US,3M ,-,3M Company Common Stock,MMM,2022-08-19 00:00:00.000,EQUITY,141.59,197.29,125.6,125.6,82706.49,2022-09-12 00:00:00.000,0.9687,1.46665,0.0,4.1,5.96,2022-08-19 00:00:00.000,1.49,4.1,0.0,0.0,0.0,7.1502,41.47322,44.52615,197.29,15.60684,102.0157,0.9538,11.83982,1.26408,14.69289,6.01852,13.65244,20.30712,0.0,2.35732,0.89622,8.84385,29.44306,11.15722,1.01054,569603928.0,0.0,0.0,54.08747,118.4398,10183357,4334976.0,4334980.0,69343350.0,0.0193
